smart_5_reallocated_sector_count,smart_9_power_on_hours,smart_12_power_cycle_count,smart_160_reported_uncorrectable,smart_169_erase_fail_count,smart_170_program_fail_count,smart_173_wear_leveling_count,smart_175_program_fail_count_chip,smart_177_wear_leveling_count,smart_178_used_rsvd_blk_cnt_tot,smart_179_used_rsvd_blk_cnt_tot,smart_181_program_fail_count_total,smart_182_erase_fail_count_total,smart_187_reported_uncorrectable_errors,smart_190_airflow_temperature_celsius,smart_194_temperature_celsius,smart_196_reallocation_event_count,smart_198_offline_uncorrectable,smart_199_udma_crc_error_count,smart_233_media_wearout_indicator,smart_241_total_lbas_written_tb,smart_242_total_lbas_read_tb,temp_controller,temp_nand,read_iops,write_iops,throughput_read_MBps,throughput_write_MBps,latency_read_us,latency_write_us,ecc_error_rate,spare_block_ratio,ssd_fill_ratio,write_amplification,gc_activity_pct,trim_rate_pct,io_queue_depth,host_reset_count,thermal_throttle_events,supply_voltage,voltage_droop_events,vibration_g,firmware_recovery_events,link_speed_gbps,pcie_correctable_errors,failure_type,failure_code
2,16440.19083,599,0,0,0,97.53062579,0,82.26047841,8.316165877,9.185237808,0,1,1,30.70661901,36.08021833,0,0,2,0.871086491,162.0891958,76.84413874,39.40726073,34.69378827,27151.59873,20695.52727,564.2129011,451.7499948,110.9787339,86.69515491,0.000969106,0.774246442,0.699482608,1.747892601,0.340417236,0.465835225,13.77490588,0,0,5.05008586,0,0.319798928,0,6.289555019,0,normal,0
2,17013.62411,622,0,0,1,102.7180968,0,103.3135525,18.55064618,12.15582503,0,2,3,35.05346483,40.74926073,0,0,0,0.907814139,282.5304375,67.24139865,30.07694327,48.3714044,29720.93625,11709.84585,351.8489805,529.2439423,89.45121766,128.2892205,0.001634179,1,0.725801084,2.154320766,0.245868414,0.530061096,9.119334144,0,0,4.970513016,0,0.187411019,0,5.290795343,0,nand_wearout,2
1,20994.92166,592,0,1,0,81.13458058,0,90.85291298,6.822870504,20.06740288,1,2,4,37.35171894,29.49417663,0,0,0,0.567818509,74.74560814,128.886586,45.36799762,26.43720476,29190.18635,18920.15912,576.5757675,610.5558983,77.94153887,103.2233689,0.001127587,0.83683887,0.843967664,1.481287139,0.239253989,0.820282183,3.893813273,0,0,4.997196421,1,0.241785813,0,6.213844194,0,interface_crc,4
1,11616.86568,612,0,0,0,93.12463619,0,95.74399168,14.38360797,4.422085068,0,0,1,25.20916555,32.36547844,0,0,0,0.627089509,229.2908474,76.75609089,43.72487906,34.8966335,19038.94599,25567.52704,470.7679454,297.6962063,81.38624007,78.20989199,0.00106342,0.635435258,0.760511726,2.412363626,0.133522362,0.359413713,19.35979352,0,0,4.966250232,0,0.405429928,0,6.54510123,0,ecc_degradation,3
2,13980.41654,552,0,0,1,107.9324446,0,86.83580129,16.47608388,7.849057752,0,0,0,41.52033703,32.47168154,1,0,0,0.766867843,161.9711381,0,32.09698577,33.52578419,28959.1754,29397.24682,602.6866468,406.4769094,53.01959214,111.5903484,0.000472985,0.911041623,0.456927534,2.227603503,0.082341206,0.603496575,13.20747398,0,0,5.127710242,0,0.483306272,0,5.677334798,0,firmware_anomaly,5
3,2770.895027,571,1,1,0,104.8700026,1,96.6507258,8.107804676,22.35910937,1,0,0,33.59990169,35.31928086,0,0,0,0.541489691,207.8720936,128.2744646,47.08671845,34.09367464,30641.5993,20636.84813,476.4970917,414.72689,105.8156392,132.1844078,0.001701644,0.670960382,0.879056327,1.808835357,0.232206533,0.471218706,11.52047221,1,0,4.994723812,0,0.679955881,0,5.655178619,0,nand_wearout,2
3,5575.390097,586,0,0,0,83.2628905,0,78.76476442,16.62370983,0.363511059,0,0,0,29.17973406,32.30389856,0,0,0,0.878186939,303.9580423,197.4570076,27.48725969,29.89417849,24709.38299,17836.64457,361.0425922,354.0794289,55.34450935,104.2668686,0.001508687,0.830552249,0.648087803,2.026313641,0.031726689,0.801479388,10.39715107,0,0,5.065775824,0,0.335940084,0,4.700467097,0,thermal_throttling,7
1,11452.09109,606,1,1,2,85.42179431,1,100.0775932,9.209171297,24.58626433,0,0,1,33.68788908,31.40732067,0,0,0,0.745886743,85.49152848,116.1008691,35.58803788,31.25150729,22720.513,22837.78013,527.03852,522.8934228,98.27023615,85.63757111,0.002119714,0.84009042,0.490192759,2.252366933,0.109864222,0.536657039,16.2224257,0,0,5.006248189,0,0.368440846,0,4.823386126,0,nand_wearout,2
2,14147.17221,627,0,0,0,96.86293987,0,90.45112698,0.836333288,11.34654628,0,1,1,26.8343605,39.67428077,0,0,0,0.884762189,59.3214941,49.95573036,37.81491647,42.75436884,28213.47386,14532.34008,606.6125335,592.9328876,82.39661884,79.85138586,0.002483849,0.913296821,0.722554632,2.785296472,0.313698035,0.642908644,23.68175714,0,0,5.065997128,0,0.328114757,0,3.683452893,0,thermal_throttling,7
0,11723.0506,608,0,0,0,96.38603553,0,102.7388259,13.31106942,16.5339979,1,0,3,30.91736913,37.19488591,2,0,1,0.904353192,19.32614252,48.74767457,54.03565666,39.57392269,18366.33308,17614.76106,398.3741552,428.452075,122.2922419,133.5179717,0.001065472,0.847494137,0.86925316,1.82649263,0.157559925,0.433974982,19.44172629,0,0,5.011958018,0,0.597425876,0,6.046161065,1,nand_wearout,2
5,15145.5197,626,0,0,0,94.14218489,0,107.3576603,17.52164151,9.926285575,4,0,0,21.21397439,36.81675701,0,1,0,0.888831032,133.4266349,57.22379556,21.95904978,38.40968976,30754.40222,18981.46092,480.0926399,282.5738547,95.6974827,120.0239126,0.000942826,0.763711652,0.732052013,2.992212377,0.279655342,0.447819361,16.26551628,0,0,4.884861896,0,0.26992873,1,5.749335372,0,thermal_throttling,7
3,11659.39,607,0,1,1,115.6895502,0,83.97016945,3.122482397,11.56113063,1,2,4,35.78094537,36.96328683,0,0,1,0.934914893,148.170391,189.3267656,52.66257662,37.75964607,31754.43005,14837.79867,548.6104892,490.4804938,95.23948559,71.32755806,0.001049112,0.769229868,0.766479033,2.632800448,0.208071128,0.280637595,11.47123611,0,0,4.974904311,0,0.587520756,0,7.039211709,0,ecc_degradation,3
0,10596.23009,545,2,0,1,110.2850422,0,96.74770139,7.250206503,16.01287326,1,1,2,23.39653714,31.80601522,0,0,0,0.858751179,0,161.5729077,38.23597853,34.9697436,28623.69979,28334.17214,406.3655921,387.9369777,102.3494815,135.5781761,0.001443583,0.863665446,0.554510385,1.956436692,0.195403653,0.479272028,18.9870868,1,0,5.055671812,0,0.447497751,0,5.330914934,0,nand_wearout,2
2,26401.47241,580,1,0,0,109.2739721,0,116.7589009,0,25.82792968,1,0,0,30.02897074,22.79054085,0,0,0,0.942851176,0,33.84769461,38.45974317,21.6079363,24987.40338,23376.33382,460.8793332,366.5363738,103.9314429,89.37655021,0.001780705,0.79116386,0.332025324,1.207342224,0.192988345,0.439367629,13.08779502,0,0,4.949221299,0,0.388946964,0,4.391894212,0,controller_overheat,1
3,10420.81889,596,1,2,0,93.7562829,0,68.81001471,6.577415719,13.80068005,1,1,1,34.0091579,38.96139663,0,0,0,0.818718547,151.1326928,179.1538496,54.72400288,43.17447589,29848.79606,29196.46076,571.1224883,483.3090512,92.22681305,122.0005338,0.000912702,0.812263203,0.856134399,1.455581126,0,0.28888316,22.05594101,1,0,4.912741269,0,0.119039492,0,5.256387203,0,nand_wearout,2
0,18074.66153,596,2,1,2,92.98438528,0,72.06756466,9.414376319,9.240315704,1,0,0,33.11811369,27.43944265,1,0,0,0.69310086,110.9868815,101.3068275,40.49148322,29.5572167,34664.43973,21302.27442,471.6200423,516.9443702,65.38790377,123.9719125,3.66E-05,0.903399979,0.529109348,2.56372698,0.255388175,0.462955325,31.22110481,0,0,4.932383091,0,0.159913224,0,4.747248909,0,thermal_throttling,7
2,4165.678321,563,1,1,1,103.9168615,0,99.39477871,15.40482029,15.86063953,0,1,0,31.25255496,28.93589361,0,0,0,0.780045415,206.3154402,0,43.28251425,30.09598964,28222.39619,35722.74565,501.189488,297.1641251,56.38072869,155.0832409,0.001392943,0.645302091,0.450669908,1.936312981,0.310001345,0.43571378,8.395981768,0,0,4.865302674,0,0.076065781,0,6.237355273,0,thermal_throttling,7
1,12739.64198,575,0,1,1,93.02088311,1,102.846828,5.420927066,13.83337699,3,0,1,44.86418627,26.65834273,0,0,1,0.897408234,150.6986578,137.9486548,44.29676347,28.65064439,31122.3369,18435.96587,471.639231,496.5856919,75.32546247,143.2378297,0.000926114,0.947790406,0.495389915,2.493254428,0.163355617,0.519370418,12.86705679,0,0,5.033518384,1,0.150948802,0,6.251717384,1,firmware_anomaly,5
0,7952.832527,575,1,0,1,93.7258184,0,112.4387875,14.0814031,15.88597867,0,1,1,42.89777092,22.00878628,0,1,0,0.888990824,79.29354349,302.6902096,41.31184907,23.18164504,19112.55141,31471.66104,551.1204932,406.3956458,88.57023847,89.69554696,0.002114892,0.672818281,0.741312627,1.397461825,0.235260854,0.503217709,15.34812715,1,0,5.131436458,0,0.22986903,0,6.292889728,0,nand_wearout,2
2,23880.07173,574,0,1,0,85.61904545,0,96.6341577,5.815598081,17.57840846,0,2,1,32.639878,34.33409207,0,0,0,0.877772744,207.7317285,259.0339032,47.92807654,29.39400929,20215.04679,24053.69123,466.5102575,530.9836319,87.38287216,134.52698,0.002532154,0.886083614,0.341743224,2.606664985,0.10534364,0.295683892,15.62323389,1,0,4.909572811,0,0.383246633,0,5.503544273,0,controller_overheat,1
2,8654.412861,603,0,0,0,84.19934594,0,88.65721672,0,3.357917608,0,0,2,30.63498404,28.4401201,1,1,0,1,152.0103051,187.8805534,54.68083498,29.0583439,32013.30647,19608.90764,563.6508225,454.8491242,70.53531412,102.2219613,0.001728397,0.8546691,0.79899951,2.587628282,0.278577769,0.577574241,13.63258387,0,0,4.79833528,0,0.210874972,0,6.650933602,0,thermal_throttling,7
0,11814.59586,596,1,1,1,92.59435696,0,84.60763892,15.77607022,16.25274395,0,3,2,23.31829044,29.10342493,1,2,0,0.688350363,57.18908736,118.5810328,45.30324303,30.46226812,27872.58039,18092.09655,589.4564967,425.5989563,102.9173537,79.4854191,0.000928484,0.875962158,0.864369603,2.702848959,0.081422606,0.552110512,21.91666114,0,0,4.983576751,0,0,0,6.203007102,0,thermal_throttling,7
0,7059.064225,592,1,1,1,99.28827232,0,111.963076,13.2704201,10.95796768,2,1,0,42.21123779,34.00788009,1,0,1,0.777368114,305.4444063,62.11257851,39.31741859,34.7780276,20417.52294,20348.93254,486.966519,349.6484301,79.25672364,146.8527541,0.001887445,0.896429326,0.712476746,3.620412405,0.111657312,0.753190406,19.73659358,0,0,4.901359107,0,0.160482752,1,5.47811723,0,nand_wearout,2
0,6698.107871,579,0,1,0,111.4142604,0,98.05635469,5.32176699,6.100394245,0,2,1,34.34391391,38.78003986,1,0,0,0.746909845,521.0324896,186.2521563,50.24155461,37.75518228,29613.57607,23572.67758,560.7161995,395.0505451,104.8071648,90.59156914,0.000532957,0.916691835,0.551399559,1.940445,0.219070661,0.51125112,7.450233196,0,0,4.982113106,0,0.49374331,0,6.741886111,0,controller_overheat,1
2,11542.92336,606,0,1,0,108.9347578,0,94.65986632,11.40845212,1.583978202,1,0,0,29.1195134,28.63377933,0,1,0,1,0,0,31.32556309,33.09261772,19633.50751,21172.61889,481.6100292,509.3846689,65.40210686,108.9800368,0.000413591,0.841361823,0.729833344,2.128335585,0.115597431,0.47023402,22.39226266,1,0,5.141841453,0,0.36306104,0,6.721542177,0,bad_block_spike,8
2,14175.3553,578,0,0,0,83.0322532,0,116.8493409,10.88630146,5.804550812,1,1,0,35.1970767,39.50832386,0,0,1,0.894387461,223.7654587,193.2333213,48.67980911,42.11461325,29299.63874,25785.68602,512.7324201,394.4482394,66.04537825,148.7755003,0.001438526,0.87327558,0.708959541,2.486765722,0.236370694,0.496519108,21.35832329,0,0,4.94409815,0,0.655278302,0,6.167093178,0,controller_overheat,1
0,18345.727,613,0,1,1,91.01253002,0,93.64608668,17.03929577,16.10078179,1,0,1,26.25929708,34.72919101,1,0,0,0.700890431,99.51841124,142.1918946,45.52865474,41.24384859,16838.60692,15559.05597,636.3776866,465.0088755,99.26657069,96.50780406,0.001322497,0.858812424,0.650328736,2.622483741,0.203185582,0.438299867,27.4566354,1,0,4.924692656,0,0.304522252,0,4.777636442,0,controller_overheat,1
1,8525.609755,582,0,1,1,112.738154,1,106.8515882,14.37948784,8.239595828,0,2,2,45.58835424,31.64794798,0,0,0,0.853393215,175.1083986,83.74342651,56.71460247,32.43500013,32908.01551,19264.90715,464.4352287,419.5037318,82.42205295,134.7138022,0.000822246,0.950318486,0.466635987,2.782500382,0.179719708,0.104326909,11.11554494,0,1,5.017127416,0,0.473316913,0,5.492079785,0,controller_overheat,1
1,8425.252183,572,0,1,1,105.9173808,0,103.9194327,2.562284146,17.86698964,0,0,2,37.52874003,46.94212393,0,1,0,0.701735195,182.6651549,251.6289336,32.71106185,51.09350407,30976.4582,19592.94366,641.5914499,381.4557961,100.2749147,126.6404892,0.001674256,0.639973596,1,2.635789145,0.190897958,0.419364206,10.23295566,1,0,5.243859579,0,0.209219164,0,6.073754265,0,thermal_throttling,7
4,19710.69609,575,0,2,1,107.1854684,0,89.12759038,9.798642957,32.99179831,1,0,0,28.59127232,38.30927917,0,0,1,0.762688438,45.77475121,150.1425396,34.6801852,38.46924936,26573.69189,21242.44614,457.7256231,414.5398296,77.93460527,138.0858536,0.000931301,0.694216275,0.616564678,2.316442854,0.29378984,0.238132974,9.985388482,0,0,5.018413354,0,0.102112604,0,5.577745785,0,thermal_throttling,7
3,21563.39554,539,0,1,1,82.56432162,0,92.99420352,15.08513509,2.070363718,2,0,0,33.8997295,34.84927084,0,0,0,0.949524641,113.2104011,188.4389248,41.22703696,37.13017365,21690.70018,19686.5013,703.1578342,313.5635917,60.85071622,75.41702198,0.001169568,0.65762177,0.641049388,2.018219266,0.070588543,0.240345426,16.54900447,0,0,4.918859587,0,0.292105145,0,4.281424371,0,thermal_throttling,7
1,11495.07702,637,0,0,0,97.84629462,1,101.6137817,16.34608075,15.43277162,0,2,1,24.5670659,28.44679294,0,0,1,0.771831281,233.7099835,20.48800742,52.96841207,28.1917771,24486.31654,21785.06588,491.7646823,343.4757904,98.8761083,78.59438472,0.000834597,0.653528577,1,1.771846851,0.237026796,0.434081918,20.93711088,0,0,5.052980781,0,0.213273537,0,4.896832018,2,firmware_anomaly,5
2,14794.1919,606,1,2,1,99.09869302,0,99.66765319,12.70811944,23.47746147,0,1,1,41.28584641,37.52809425,1,1,0,0.858982034,0,0,47.35632835,38.57279836,31371.34158,16524.93234,587.6543132,457.5974808,69.8998947,105.7811902,0.000578033,0.646148898,0.845257732,2.118640861,0.220564866,0.489599472,3.236643892,0,0,4.961412833,1,0.403447137,0,6.424534362,1,ecc_degradation,3
2,22017.45451,603,1,0,1,98.01806529,1,97.31321682,7.740139687,23.76784625,1,1,1,28.6965999,42.15187107,0,1,1,0.734955667,74.74325405,134.1921257,53.82617998,42.7065623,26518.34449,26863.20656,383.6153901,383.1344176,69.03385768,125.8455811,0.001542155,0.835641878,0.866562853,1.746715913,0.082999835,0,7.975058538,0,0,5.10079395,0,0.385823742,0,4.387626366,0,thermal_throttling,7
3,27892.96614,576,0,0,0,106.7033129,0,79.06691865,7.115916287,13.48804672,0,0,1,37.80539559,30.52212582,1,0,0,0.761643843,256.8213013,0,30.00220996,30.76970618,13242.73283,16607.08464,459.4752774,407.5869337,71.03159144,107.1169715,0.000920867,0.79480999,1,2.241449812,0.18074638,0.278493511,14.3605904,0,0,5.03959365,0,0.270852721,0,5.964169819,0,thermal_throttling,7
1,14513.16068,594,0,0,1,79.54444722,0,68.34306934,12.81491197,9.860395887,1,0,1,27.19179677,39.2700306,0,0,0,0.830495561,173.2671507,131.8625013,50.75528867,35.55101053,19198.34737,15853.53913,455.0771832,391.8460489,90.20149414,164.0020867,0.000754207,0.7963342,0.554612834,2.986718123,0.224885487,0.548832784,20.05061979,0,0,5.054114667,0,0.178865139,0,4.981729666,0,firmware_anomaly,5
3,16519.89887,539,0,1,1,90.34859902,0,95.86593301,6.872417165,19.44575672,0,3,1,16.99097285,35.96252737,0,0,0,0.982689408,157.9881944,172.0917571,48.17194637,42.7239737,33620.55719,18694.47519,523.103464,321.528262,82.92223019,82.65340387,0.000208999,0.762094568,0.935943514,1.366575611,0.209217928,0.500533083,13.42134788,0,0,5.04205396,1,0.104111992,0,5.409065983,0,firmware_anomaly,5
4,12797.29138,562,0,1,0,88.05755951,0,114.2717253,10.34021341,12.27561539,2,1,0,28.55802261,32.96338145,0,1,1,0.943304451,315.2914301,174.5121295,38.29294183,34.06946391,22353.67246,15953.36597,670.5230151,388.5509408,62.09849912,94.68557375,0.001449956,0.918742273,0.467696674,3.278897,0.061636791,0.587954432,10.66556737,0,0,4.933314009,0,0.265682739,0,6.461760925,0,controller_overheat,1
2,3119.164109,601,0,0,0,110.8739837,0,86.22289148,12.72665698,20.21966891,1,0,0,37.38709241,39.81855439,1,0,0,0.604666011,0,0,35.86475245,41.15883023,12855.95443,16760.13107,537.7356386,421.099126,62.06782212,141.7071121,0.001289667,0.965993816,0.702215072,1.39461577,0.35825692,0.455134241,1,0,0,4.948983966,0,0.1572836,0,6.349156199,0,nand_wearout,2
1,14079.09883,574,0,1,1,99.85797795,0,101.5758119,2.95157873,16.77724448,2,0,0,55.00454895,29.34771159,1,2,0,0.766717741,134.5944956,59.3899907,38.00856069,33.42126563,26388.23119,25782.5176,362.8294881,494.6581786,55.41141257,98.27729145,0.001946001,0.662004157,0.844183873,1.744733602,0.162846886,0.010886441,2.377643383,0,0,4.915269601,0,0.6431223,0,5.655815079,0,controller_overheat,1
1,20227.11681,632,1,0,1,106.993902,0,132.2392217,10.69845991,16.92247849,1,1,1,17.15419998,44.03630825,0,0,0,0.852503241,110.3353171,23.60968746,39.93572487,45.36448558,14264.55374,25022.23937,516.3687107,484.9856453,98.40979956,101.3002705,0.000748941,0.627003917,0.451216646,1.289735908,0.185731755,0.329934905,27.177604,0,0,4.933239832,0,0.536999293,0,6.340547605,0,controller_overheat,1
1,7481.081321,631,0,1,0,86.3102974,0,102.6561547,13.11456495,16.13125703,1,1,3,37.76894627,29.24058042,0,0,0,0.718611754,274.4223758,189.4155389,37.56221803,33.29315625,26847.05014,22387.70616,480.6021622,356.0159368,121.989214,111.1798012,0.001916577,0.828941319,0.959070471,1.477002496,0.204422248,0.439355689,30.68004533,0,0,5.07364055,1,0.370341281,0,5.592073065,0,firmware_anomaly,5
0,873.1506497,605,0,0,1,77.67408949,0,114.198382,12.6992192,12.42681213,0,0,1,30.74238586,41.53866137,0,1,0,0.874357596,157.0896192,0,39.43684347,43.93425164,18317.60241,24290.69249,433.3080244,337.8857597,79.67377513,142.451831,0.002498998,0.964118852,0.680546631,2.693073156,0.220392726,0,25.6266033,0,0,5.105814989,0,0.542007876,0,5.873567638,0,nand_wearout,2
2,15545.04674,600,1,0,1,81.37610935,1,88.61169819,5.614195465,7.924480389,1,1,0,36.89190676,38.0364059,1,0,0,0.756440399,0,53.79032271,36.81170919,43.3810756,32907.12122,27991.30032,492.8653657,460.9394793,93.01421163,124.068908,0.001834681,0.609582342,0.892470075,2.359528148,0.172697321,0.588372326,6.87461719,0,0,5.114561531,0,0.184909657,0,5.386412607,1,thermal_throttling,7
4,1462.288518,566,1,1,1,109.9594959,1,89.51642142,18.41323646,21.7259429,0,2,1,41.84841091,48.04415257,0,0,0,0.863741531,94.52765098,66.39019659,34.31887353,48.59483182,18376.51768,11368.46258,441.6372856,325.7988151,73.97085483,136.6599589,0,0.850153046,0.86826285,2.085162249,0.172111051,0.33858752,26.70904336,0,0,5.048344559,0,0.362663371,0,5.586977849,0,nand_wearout,2
0,2567.485473,597,0,0,1,108.1126557,0,106.4311847,5.962366839,8.578304019,2,1,0,32.61830796,34.21367684,0,0,0,0.823171484,0,180.1484757,33.80444211,40.96265969,21776.96234,16507.4683,457.9190987,401.2162435,74.15405886,86.87690712,0.000497457,0.913994586,0.718573542,2.304061782,0.240381631,0.184054775,3.65072022,1,0,4.964972976,1,0.33951007,0,4.681377638,0,firmware_anomaly,5
4,2192.647352,580,0,0,0,100.9883042,0,92.27110652,10.45656718,10.65835036,1,1,1,38.10422198,41.83751468,0,0,0,0.915863225,86.82861072,56.36878283,37.7044808,37.93799215,22954.73324,18045.25868,569.894497,381.3078955,79.95906213,137.7731694,0.001259169,0.506042951,0.438295664,1.871588278,0.057022412,0.413249381,7.156755482,0,0,5.056040389,0,0.142002097,0,6.657776631,0,thermal_throttling,7
3,0,613,0,0,1,101.4247147,0,121.9634707,11.52971016,4.535932512,0,0,0,40.0480457,25.81397295,0,0,1,0.804355037,206.1463119,236.6787479,30.1787096,26.25313047,24543.48569,19229.25334,590.6789475,353.4149973,111.897109,109.8208499,0.002246387,0.907002426,0.602932336,2.149293201,0.200155753,0.357117468,19.18121433,0,0,5.156913189,0,0.099269274,0,7.562818538,0,controller_overheat,1
1,18344.22088,614,0,1,1,94.18977174,0,92.76928357,17.61867485,3.385874685,1,1,1,31.44962266,31.66823665,1,0,0,0.897353448,174.0932055,18.39791013,52.71114284,31.98973382,25018.0563,23652.13781,423.1517572,282.9488007,68.26987622,100.1610513,0.001810586,0.928335395,0.665591104,1,0.143016876,0.235585074,9.414438454,0,0,4.970549885,0,0.838262174,0,7.195082354,0,thermal_throttling,7
3,12829.8141,560,1,1,1,87.96671001,1,98.12544699,19.15229867,15.8258087,2,2,0,44.26420359,37.51296655,0,0,0,0.951091743,270.6949521,197.6894655,39.86441299,40.86597094,27125.83855,16290.95993,386.0201163,585.5969381,102.2515025,116.2767164,0.001345098,0.790357083,0.491301181,1.90520914,0.191649532,0.361710206,28.42452237,0,1,5.133781919,0,0.704639865,0,6.143759454,1,controller_overheat,1
2,24340.11381,590,1,0,0,95.76473216,1,101.5701187,0.995380944,23.26242992,0,0,1,33.50644002,40.31628081,0,1,0,0.71230734,75.20923266,217.6056685,42.05706497,44.07803828,26121.43644,19834.38071,400.5863962,427.1003164,104.0067498,111.3331927,0.000308583,0.909177766,0.738588601,2.66105639,0.272366737,0.599472799,6.238321795,0,0,5.009102404,1,0.222847586,0,6.690394668,0,normal,0
5,16408.08371,584,2,0,2,75.82521389,0,89.76636814,9.24801806,24.85067638,0,1,0,40.19683103,38.14583236,0,0,0,0.818896131,228.228348,107.5154427,54.35953452,38.56661195,27296.63568,22694.37081,432.8338932,394.1016651,89.5869095,149.3439512,0.000846225,0.872010666,0.73614662,2.780886853,0,0.397506885,22.52137895,1,0,5.023369437,0,0.418332749,1,3.903622432,0,nand_wearout,2
3,24368.62626,621,0,2,0,89.60341396,0,104.6649915,4.093698678,17.63981277,1,1,2,29.19274863,44.52537167,1,0,0,0.755604616,143.8847468,41.59802713,39.02091323,44.5762852,23332.19182,27388.62665,427.0152943,511.9299162,102.6024036,127.83628,0.001936405,0.847616933,0.836199187,2.932362318,0.076664926,0.446008772,15.50127892,0,0,5.044223233,0,0.305606597,0,5.082309011,0,nand_wearout,2
1,8136.081871,589,1,0,1,126.9583577,0,100.1441176,14.33122596,17.11752915,0,1,0,31.87363443,35.83973154,1,1,0,0.903349931,102.599479,73.82081985,39.93256029,41.01046828,25045.39737,27140.19295,461.7966422,369.746434,127.8943429,129.8589567,0.001825859,0.724479396,1,2.725924915,0.209542569,0.877929571,14.03136377,0,0,5.005382427,0,0,0,5.867254986,1,nand_wearout,2
1,14174.51968,660,0,0,0,94.09529276,0,82.09925479,14.06050512,26.45037312,2,1,1,31.93498145,34.91205439,1,1,0,0.663883153,173.809399,0,39.79672494,35.55094459,30109.97455,25399.1532,503.0808781,432.1804188,96.29010444,166.5249906,0.00086784,0.584971653,0.711032379,1.550236618,0.246123108,0.444091088,8.766767508,0,0,5.109728466,0,0.230689338,0,5.029629139,0,nand_wearout,2
2,4355.102383,616,0,0,2,93.45001367,0,89.13512594,7.495042978,25.61524695,0,1,0,23.51216609,44.99537859,0,0,1,0.9484603,0,188.9187745,42.48719629,49.18459495,16384.66081,15706.30131,567.5712137,359.5368374,64.55432279,145.2341761,0.001420744,0.830336752,0.792937316,1,0.141844807,0.456563724,26.24446383,0,0,5.11171649,0,0.173339047,1,7.417859394,1,nand_wearout,2
0,10336.07209,592,0,0,1,100.1865497,1,89.26566971,15.84821698,6.862020303,0,0,0,33.37703108,28.40991815,0,0,1,0.632123908,253.6947951,163.6759338,29.65392338,31.3857382,29123.86547,17358.6753,337.0124192,484.8430902,71.6700722,99.24319317,0.001784595,0.929956787,0.889074737,2.268225607,0.267859085,0.36470405,16.70680581,1,0,5.019981225,0,0.725619495,0,5.206674928,0,bad_block_spike,8
8,20607.51671,591,0,0,1,85.54220798,0,90.73886305,8.834745464,2.870687333,1,2,1,33.8000815,32.90411104,0,0,0,0.638503158,233.5586579,0,43.38655333,36.62326803,23595.79291,14159.67778,648.6304289,453.3736966,85.52705283,98.16580047,0.000917626,0.756000331,0.816401413,2.536259246,0.213923152,0.344367292,15.07787477,0,0,5.000946526,0,0.717273598,0,4.364221189,1,nand_wearout,2
5,11756.83549,595,1,0,0,82.01003961,0,103.1076361,12.09738629,19.02669494,2,0,1,37.15794776,36.81601184,0,0,0,0.880928994,44.34782398,65.89439525,58.1008157,33.37196989,24196.4899,23872.62064,516.9525995,387.5012671,84.83460016,108.2158381,0.000843942,0.699287311,0.791532057,1.404469319,0.292872176,0.396309143,18.23381621,1,0,4.986583069,0,0.271810407,0,5.603034067,2,interface_crc,4
6,10591.02443,599,0,1,2,99.56857153,0,80.53844542,7.345267887,11.63252189,0,0,2,33.27941537,42.08456364,0,0,0,0.924625093,202.2833002,283.6860926,45.64483625,44.0238173,28978.40309,23097.56291,529.8754622,481.1043672,94.77860398,142.8521362,0.000870553,0.90516616,0.877229152,3.265802198,0.181805993,0.480966523,12.54858197,0,0,5.096374308,1,0.214433967,0,6.40561792,1,nand_wearout,2
1,11867.01468,540,0,0,1,97.71213985,0,78.63335525,6.197517017,7.721156434,2,2,1,30.58434909,38.65662897,1,0,1,0.783109539,43.70634896,111.8169926,36.88169647,41.66072722,31882.3554,21736.78094,568.3734479,391.3415393,76.47488438,102.975556,0.001322223,0.845988336,0.8640385,2.161227891,0.116829459,0.598283157,26.04721025,0,0,5.011432515,0,0.570830532,0,5.127814636,0,interface_crc,4
1,12861.33977,621,0,1,0,90.13293837,0,80.57183286,10.28242265,22.01764343,1,0,1,27.14194053,25.60788677,2,0,0,0.867325747,431.3420385,66.90586884,41.01228724,28.09202167,30313.79917,19400.51074,547.2373806,335.2728773,108.8005155,133.9235723,0,0.7359828,0.74216912,2.613990093,0.008292943,0.413126517,23.00618477,0,0,5.035894008,0,0.26140255,0,6.298132309,0,normal,0
2,12868.96457,589,0,0,0,61.24923432,0,91.5005941,11.33470482,20.61072545,0,0,1,37.13128209,38.20004263,1,0,1,0.889180943,0,69.96744214,43.04693613,39.84504569,21178.28438,25357.80577,500.0321556,484.8494118,97.70851228,70.27771562,0,0.990618025,0.727312181,1.768374688,0.056065031,0.138752049,14.36217855,0,0,5.042669055,1,0.270175353,0,4.913152224,0,thermal_throttling,7
2,19998.37055,563,1,1,1,122.8993463,0,78.09709651,12.22060881,0,1,4,2,37.75943367,39.55299996,0,0,0,0.908793921,160.0906515,90.42187057,31.73391401,43.47274837,22249.11285,18456.80606,475.3159345,332.9335955,126.9333639,112.3326169,0.00059731,0.917179336,0.756145743,2.382434215,0.210686236,0.536806412,14.66569949,0,0,5.070221668,0,0.334104744,0,5.405859395,0,firmware_anomaly,5
